,CO_IPRESS,NAME,YEAR,MONTH,UBIGEO,STATE,PROVINCE,DISTRICT,SECTOR,CATEGORY,CATEGORY2,QTY_CONSULTING_ROOM,QTY_OPERATIONS_CONSULTING_ROOM,QTY_BEDS,QTY_DOCTORS,QTY_DOCTORS_SERUM,QTY_DOCTORS_RESIDENT,QTY_NURSE,QTY_DENTISTS,QTY_PSYCHOLOGISTS,QTY_NUTRITIONISTS,QTY_MEDICAL_TECHNOLOGISTS,QTY_OBSTETRICIANS,QTY_PHARMACEUTICAL,QTY_AUXILIARY_PERSONAL,QTY_OTHER_PROFESSIONS,QTY_AMBULANCIAS
203,12664,POLICLINICO  PNP CARABAYLLO,2020,11,150106,LIMA,LIMA,CARABAYLLO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,I,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,12.0,0.0,0.0
204,12666,CLINICA PROVIDENCIA,2020,12,150136,LIMA,LIMA,SAN MIGUEL,PRIVADO,II-2,II,49.0,98.0,50.0,279.0,0.0,0.0,58.0,2.0,2.0,2.0,20.0,4.0,2.0,90.0,1.0,1.0
205,12739,UNIDAD EJECUTORA 020: SANIDAD DE LA PNP - POLICLINICO PNP SAN DIEGO,2020,12,150135,LIMA,LIMA,SAN MARTIN DE PORRES,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,4.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,20.0,0.0,0.0
206,12740,POLICLINICO PNP MININTER,2020,11,150131,LIMA,LIMA,SAN ISIDRO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,I,6.0,6.0,0.0,3.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,12.0,0.0,1.0
207,12741,POSTA MEDICA PNP INDEPENDENCIA,2020,10,150112,LIMA,LIMA,INDEPENDENCIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,4.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0
208,12822,CENTRO ODONTOLOGICO PNP ANGAMOS,2020,12,150141,LIMA,LIMA,SURQUILLO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,I,26.0,12.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
209,12885,POLICLINICO PNP WALTER ROSALES,2020,12,150141,LIMA,LIMA,SURQUILLO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,I,2.0,2.0,0.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0
210,12923,POSTA MEDICA POLICIAL SEDE ESCUELA PUENTE PIEDRA,2020,12,150125,LIMA,LIMA,PUENTE PIEDRA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,2.0,2.0,144.0,4.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,18.0,0.0,2.0
211,12947,CLINICA SANTA MARIA,2020,10,150141,LIMA,LIMA,SURQUILLO,PRIVADO,II-E,II,4.0,6.0,20.0,12.0,0.0,0.0,8.0,0.0,0.0,1.0,5.0,2.0,2.0,12.0,0.0,0.0
212,12975,CL ESPECIALIDADES MEDICAS,2020,12,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-1,II,24.0,48.0,13.0,82.0,0.0,0.0,16.0,14.0,1.0,1.0,2.0,0.0,2.0,27.0,0.0,0.0
213,13012,CENTRO DE ATENCIÓN PRIMARIA III SAN JUAN DE MIRAFLORES,2020,12,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,ESSALUD,I-3,I,0.0,0.0,0.0,29.0,0.0,0.0,24.0,6.0,2.0,1.0,3.0,3.0,2.0,22.0,2.0,0.0
214,13044,MEGASALUD NARANJAL S.A.C.,2020,12,150117,LIMA,LIMA,LOS OLIVOS,PRIVADO,II-E,II,5.0,10.0,7.0,12.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,8.0,1.0,10.0,5.0,0.0
215,13064,CLINICA CEDRON,2020,12,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,II-E,II,1.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
216,13091,ESSALUD,2020,9,150141,LIMA,LIMA,SURQUILLO,ESSALUD,I-3,I,5.0,8.0,0.0,9.0,0.0,0.0,10.0,3.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0
217,13215,CENTRO CLINICO ZARATE,2020,12,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,PRIVADO,I-3,I,8.0,14.0,0.0,18.0,0.0,0.0,10.0,3.0,2.0,1.0,3.0,3.0,1.0,11.0,2.0,0.0
218,13383,CLINICA SANTA ISABEL,2020,10,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-E,II,17.0,101.0,26.0,44.0,0.0,0.0,47.0,0.0,0.0,1.0,2.0,23.0,2.0,74.0,1.0,0.0
219,13591,HOSPITAL NACIONAL POLICIA NACIONAL DEL PERU GRAL PNP LUIS N. SAENZ.,2020,9,150113,LIMA,LIMA,JESUS MARIA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,III-1,III,134.0,154.0,411.0,308.0,0.0,74.0,326.0,22.0,22.0,8.0,98.0,35.0,19.0,1045.0,5.0,6.0
220,13687,CENTRO DE REHABILITACIÓN INFANTIL - ARIE,2020,10,150142,LIMA,LIMA,VILLA EL SALVADOR,PRIVADO,0,0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,21.0,0.0,0.0,0.0,4.0,0.0
221,13834,CENTRO DE REHABILITACION INFANTIL -  ARIE,2020,9,150110,LIMA,LIMA,COMAS,PRIVADO,0,0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,0.0,0.0,5.0,0.0
222,13900,OFTALMOSALUD,2020,12,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,II-E,II,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
223,13952,HOSPITAL DE LA MUJER.,2020,8,150141,LIMA,LIMA,SURQUILLO,PRIVADO,II-E,II,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
224,14181,CLINICA SERVISALUD,2020,12,150113,LIMA,LIMA,JESUS MARIA,PRIVADO,II-E,II,9.0,20.0,9.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,1.0,14.0,0.0,0.0
225,14361,INSTITUTO DEL CEREBRO Y LA COLUMNA VERTEBRAL,2020,12,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,II-E,II,3.0,6.0,8.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,5.0,0.0
226,14501,CLINICA SAN GABRIEL S.A.C.,2020,10,150136,LIMA,LIMA,SAN MIGUEL,PRIVADO,II-2,II,104.0,82.0,90.0,174.0,0.0,15.0,219.0,6.0,2.0,4.0,59.0,14.0,7.0,0.0,0.0,1.0
227,14509,CLINICA SAN MARTIN,2020,12,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,PRIVADO,II-E,II,3.0,5.0,12.0,12.0,0.0,0.0,11.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
228,14718,HOSPITAL GERIATRICO PNP SAN JOSE,2020,12,150136,LIMA,LIMA,SAN MIGUEL,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-E,II,2.0,2.0,28.0,26.0,0.0,6.0,30.0,1.0,9.0,2.0,12.0,0.0,2.0,86.0,1.0,2.0
229,15077,LIGA CONTRA EL CÁNCER,2020,12,150121,LIMA,LIMA,PUEBLO LIBRE,PRIVADO,II-E,II,15.0,23.0,0.0,34.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,6.0,0.0,13.0,7.0,0.0
230,15078,NOVO Q,2020,12,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-E,II,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
231,15118,CLINICA MAISON DE SANTE DEL ESTE,2020,10,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,II-2,II,17.0,32.0,56.0,162.0,0.0,0.0,70.0,0.0,2.0,2.0,17.0,15.0,3.0,123.0,1.0,0.0
232,15143,CLINICA ASTOCONDOR,2020,12,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-E,II,1.0,3.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
233,15179,CLINICA KIRSCHBAUM,2020,12,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-E,II,2.0,2.0,10.0,12.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
234,15182,OPTIMA VISION S.R.L.,2020,6,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,II-E,II,6.0,6.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
235,15349,MEDICAL PLASTIC,2020,12,150120,LIMA,LIMA,MAGDALENA DEL MAR,PRIVADO,II-E,II,1.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
236,15461,VISTASALUD CENTRO OFTALMOLOGICO,2020,12,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,II-E,II,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,15471,CENTRO DE ATENCION PRIMARIA-CAP III SAN ISIDRO-ESSALUD,2020,10,150131,LIMA,LIMA,SAN ISIDRO,ESSALUD,I-2,0,7.0,9.0,0.0,15.0,0.0,1.0,6.0,3.0,1.0,1.0,2.0,1.0,2.0,9.0,6.0,0.0
238,15610,Clínica Internacional - Sede Lima,2020,12,150101,LIMA,LIMA,LIMA,PRIVADO,II-2,II,63.0,63.0,86.0,366.0,0.0,2.0,196.0,14.0,6.0,4.0,26.0,12.0,10.0,57.0,0.0,0.0
239,15684,CLINICA GONZALEZ S.A.,2020,12,150116,LIMA,LIMA,LINCE,PRIVADO,II-E,II,41.0,41.0,23.0,90.0,0.0,0.0,19.0,5.0,3.0,1.0,3.0,5.0,1.0,23.0,3.0,1.0
240,15716,CLÍNICA VISTA,2020,12,150113,LIMA,LIMA,JESUS MARIA,PRIVADO,II-E,II,4.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0
241,15718,CLINICA SAN MARCOS,2020,12,150105,LIMA,LIMA,BREÑA,PRIVADO,II-E,II,20.0,12.0,23.0,24.0,0.0,6.0,13.0,1.0,0.0,1.0,2.0,0.0,1.0,10.0,0.0,0.0
242,15927,CLINICA DE OJOS D´OPELUCE,2020,4,150116,LIMA,LIMA,LINCE,PRIVADO,II-E,II,12.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,0.0
243,15934,CENTRO DE CIRUGÍA ESTÉTICA LAS CONDES,2020,10,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-E,II,6.0,12.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
244,16005,CLINICA PARROQUIAL SAN FRANCISCO DE ASIS,2020,2,150108,LIMA,LIMA,CHORRILLOS,PRIVADO,II-1,II,13.0,22.0,12.0,31.0,0.0,0.0,6.0,2.0,0.0,1.0,2.0,7.0,6.0,2.0,0.0,0.0
245,16094,"HOSPITAL PNP ""AUGUSTO B. LEGUIA""",2020,10,150128,LIMA,LIMA,RIMAC,SANIDAD DE LA POLICIA NACIONAL DEL PERU,II-1,II,35.0,38.0,83.0,43.0,0.0,0.0,32.0,5.0,7.0,5.0,9.0,2.0,3.0,197.0,6.0,3.0
246,16113,CLINICA ZIEGLER CIRUGIA PLASTICA,2020,6,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-E,II,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
247,16115,DIAGNOCENTRO OLAZ,2020,11,70101,CALLAO,CALLAO,CALLAO,PRIVADO,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
248,16121,CENTRO MEDICO AVENDAÑO S.A.C.,2020,10,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,II-E,II,5.0,15.0,5.0,1.0,0.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
249,16291,HOSPITAL MEGASALUD UNIVERSAL,2020,12,150101,LIMA,LIMA,LIMA,PRIVADO,II-1,II,6.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0
250,16353,CLINICA MONTELUZ,2020,11,150125,LIMA,LIMA,PUENTE PIEDRA,PRIVADO,II-E,II,18.0,36.0,22.0,18.0,0.0,0.0,18.0,2.0,0.0,1.0,3.0,13.0,1.0,21.0,0.0,1.0
251,16357,CENTRO DE ATENCION PRIMARIA III INDEPENDENCIA - RAA - ESSALUD,2020,2,150112,LIMA,LIMA,INDEPENDENCIA,ESSALUD,I-3,I,22.0,39.0,0.0,14.0,0.0,0.0,11.0,3.0,1.0,1.0,5.0,2.0,1.0,18.0,0.0,0.0
252,16397,CLINICA ESPECIALIZADA EN CIRUGIA PLASTICA - DR. LUIS VIZCARRA / CIRUESTHETIC,2020,11,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-E,II,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
253,16488,CENTRO NACIONAL DE SALUD RENAL - ESSALUD,2020,12,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,0,0,1.0,0.0,0.0,20.0,0.0,0.0,64.0,0.0,4.0,3.0,8.0,0.0,4.0,35.0,36.0,0.0
254,16794,CLINICA DIVINO NIÑO JESUS - ORDEN DE MALTA,2020,12,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,PRIVADO,II-E,II,17.0,25.0,20.0,81.0,0.0,0.0,22.0,3.0,3.0,1.0,4.0,2.0,2.0,22.0,3.0,2.0
255,16918,INSTITUTO NACIONAL DE SALUD NIÑO SAN BORJA,2020,12,150130,LIMA,LIMA,SAN BORJA,MINSA,III-2,III,49.0,80.0,236.0,341.0,0.0,12.0,474.0,5.0,16.0,15.0,60.0,0.0,12.0,277.0,26.0,2.0
256,16948,MEDICENTRO COLMENA DE LA CLÍNICA INTERNACIONAL,2020,12,150101,LIMA,LIMA,LIMA,PRIVADO,I-3,I,10.0,11.0,0.0,16.0,0.0,0.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,7.0,2.0,0.0
257,16951,CLINICA MADRE ZORAIDA,2020,9,150118,LIMA,LIMA,LURIGANCHO,PRIVADO,II-E,II,8.0,16.0,8.0,33.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,4.0,0.0
258,17024,HOSPITAL  MILITAR LUIS ARIAS SCHEREIBER,2020,10,150113,LIMA,LIMA,JESUS MARIA,SANIDAD DEL EJERCITO DEL PERU,III-1,III,158.0,164.0,595.0,139.0,0.0,65.0,393.0,24.0,27.0,4.0,68.0,18.0,11.0,20.0,20.0,4.0
259,17099,OFTALMOLOGOS CONTRERAS  C.SCRL,2020,12,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-E,II,8.0,8.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
260,17173,CLINICA PORVENIR,2020,12,150113,LIMA,LIMA,JESUS MARIA,PRIVADO,II-E,II,4.0,4.0,10.0,5.0,0.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,11.0,0.0,0.0
261,17385,CLINICA SAN BARTOLOME,2020,9,150117,LIMA,LIMA,LOS OLIVOS,PRIVADO,II-E,II,6.0,7.0,7.0,7.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,4.0,1.0,4.0,3.0,0.0
262,17391,POLICLINICO COIP,2020,9,150101,LIMA,LIMA,LIMA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,I,7.0,7.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0
263,17392,GONZALES PINEDO RODOLFO,2020,12,150101,LIMA,LIMA,LIMA,PRIVADO,II-E,II,1.0,1.0,15.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0
264,17519,POLICLÍNICO PNP SAN BORJA,2020,11,150130,LIMA,LIMA,SAN BORJA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,I,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,8.0,0.0,0.0
265,17540,MEPSO,2020,12,150136,LIMA,LIMA,SAN MIGUEL,PRIVADO,I-3,I,4.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0
266,17634,ONCOSALUD,2020,12,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-1,II,3.0,3.0,84.0,232.0,0.0,31.0,129.0,0.0,1.0,5.0,13.0,0.0,14.0,133.0,0.0,0.0
267,17676,OFTALMOSALUD,2020,12,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,PRIVADO,II-E,II,10.0,12.0,0.0,10.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0
268,17695,CAP III ALFREDO PIAZZA ROBERTS,2020,11,150116,LIMA,LIMA,LINCE,ESSALUD,I-3,I,4.0,6.0,0.0,15.0,0.0,0.0,11.0,3.0,1.0,1.0,6.0,1.0,1.0,21.0,2.0,0.0
269,17703,OPRECE,2020,12,150120,LIMA,LIMA,MAGDALENA DEL MAR,PRIVADO,II-E,II,5.0,2.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0
270,17726,SANNA CENTRO CLINICO LA MOLINA,2020,1,150114,LIMA,LIMA,LA MOLINA,PRIVADO,I-3,I,13.0,21.0,0.0,68.0,0.0,0.0,4.0,3.0,4.0,3.0,4.0,0.0,1.0,20.0,0.0,0.0
271,17772,CLÍNICA INTERNACIONAL  SEDE SAN BORJA AMBULATORIO,2020,3,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-E,II,98.0,98.0,0.0,441.0,0.0,0.0,41.0,18.0,5.0,5.0,27.0,0.0,3.0,36.0,0.0,0.0
272,17823,OFTALMOLOGICA SANTO TORIBIO,2020,12,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,II-E,II,6.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
273,17824,CLINICA MARIA HUARHUA E.I.R.L,2020,6,150143,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,PRIVADO,II-1,II,5.0,10.0,2.0,5.0,0.0,0.0,5.0,4.0,1.0,0.0,5.0,5.0,1.0,5.0,0.0,1.0
274,17847,CLINICA DEL NORTE,2020,9,150117,LIMA,LIMA,LOS OLIVOS,PRIVADO,II-E,II,6.0,9.0,5.0,11.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,0.0,0.0
275,17862,SMA SERVICIOS MEDICOS AMBULATORIOS SA,2020,11,70102,CALLAO,CALLAO,BELLAVISTA,PRIVADO,I-3,I,31.0,31.0,0.0,57.0,0.0,0.0,2.0,16.0,3.0,2.0,5.0,0.0,2.0,17.0,1.0,0.0
276,17883,HOSPITAL DE REHABILITACION DEL CALLAO,2020,12,70102,CALLAO,CALLAO,BELLAVISTA,GOBIERNO REGIONAL,II-E,II,8.0,8.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,31.0,0.0,1.0,24.0,1.0,0.0
277,17909,POLICLINICO RISSO,2020,12,150116,LIMA,LIMA,LINCE,PRIVADO,I-3,I,37.0,74.0,0.0,106.0,0.0,0.0,3.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
278,17978,MEDICENTRO SANTA ANITA DE LA CLINICA INTERNACIONAL,2020,10,150137,LIMA,LIMA,SANTA ANITA,PRIVADO,I-3,I,29.0,29.0,0.0,56.0,0.0,0.0,2.0,21.0,2.0,2.0,6.0,0.0,2.0,19.0,2.0,0.0
279,18011,INCOR,2020,12,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-E,III,7.0,12.0,98.0,166.0,0.0,42.0,262.0,2.0,4.0,7.0,28.0,0.0,10.0,167.0,3.0,0.0
280,18171,POLICLINICO MILITAR CHORRILLOS,2020,10,150108,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,I-4,I,33.0,39.0,6.0,16.0,4.0,0.0,21.0,12.0,4.0,1.0,7.0,5.0,1.0,25.0,1.0,1.0
281,18306,CENTRO DE ATENCIÓN PRIMARIA ALBERTO LEONARDO BARTON THOMPSON,2020,9,70101,CALLAO,CALLAO,CALLAO,PRIVADO,I-2,0,37.0,74.0,0.0,67.0,0.0,0.0,18.0,16.0,0.0,1.0,7.0,34.0,1.0,48.0,1.0,0.0
282,18307,CLINICA MARIA SRL,2020,12,150117,LIMA,LIMA,LOS OLIVOS,PRIVADO,II-E,II,2.0,5.0,8.0,6.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,6.0,0.0,0.0
283,18319,ALBERTO LEONARDO BARTON THOMPSON,2020,9,70101,CALLAO,CALLAO,CALLAO,PRIVADO,II-2,II,53.0,106.0,201.0,343.0,0.0,0.0,359.0,3.0,6.0,4.0,60.0,0.0,6.0,394.0,3.0,1.0
284,18580,GUILLERMO KAELIN DE LA FUENTE,2020,9,150143,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,PRIVADO,II-2,II,49.0,98.0,198.0,337.0,0.0,0.0,332.0,5.0,1.0,7.0,45.0,0.0,12.0,379.0,3.0,1.0
285,18581,CLINICA PETRAS,2020,9,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-E,II,2.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
286,18584,CLINICA MARIA DEL SOCORRO,2020,12,150103,LIMA,LIMA,ATE,PRIVADO,II-1,II,19.0,25.0,18.0,34.0,0.0,0.0,9.0,0.0,2.0,3.0,8.0,14.0,2.0,18.0,0.0,1.0
287,18626,OFTALMICA S.A,2020,12,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-E,II,9.0,11.0,0.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0
288,18660,POLICLINICO ESCUELA DE OFICIALES PNP,2020,11,150108,LIMA,LIMA,CHORRILLOS,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,I,6.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0
289,18667,CLINICA ARROYO,2020,12,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-E,II,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
290,18670,CLINICA G'STAR,2020,12,70102,CALLAO,CALLAO,BELLAVISTA,PRIVADO,II-E,II,2.0,4.0,10.0,6.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,5.0,1.0,9.0,3.0,0.0
291,18825,GUILLERMO KAELIN DE LA FUENTE,2020,10,150143,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,PRIVADO,I-2,0,41.0,82.0,0.0,62.0,0.0,0.0,18.0,14.0,6.0,0.0,4.0,36.0,1.0,45.0,1.0,0.0
292,18921,ARIE,2020,10,150101,LIMA,LIMA,LIMA,PRIVADO,I-2,0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0
293,18985,CLINICA SANTA MARTHA DEL SUR,2020,12,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,PRIVADO,II-2,II,49.0,46.0,60.0,236.0,0.0,0.0,91.0,3.0,1.0,5.0,18.0,7.0,4.0,1.0,1.0,0.0
294,19049,AUNA CLÍNICA DELGADO,2020,12,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,III-1,III,80.0,160.0,120.0,448.0,0.0,0.0,261.0,14.0,4.0,14.0,60.0,12.0,8.0,361.0,291.0,0.0
295,19390,POSTA MEDICA ETS. PNP. SAN BARTOLO,2020,11,150129,LIMA,LIMA,SAN BARTOLO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,6.0,6.0,0.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,8.0,0.0,1.0
296,19671,CLINICA RENACER,2020,12,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,II-E,II,1.0,3.0,1.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0
297,19748,CLINICA HIGUERETA,2020,12,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,II-E,II,6.0,2.0,8.0,25.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,18.0,0.0,0.0
298,19839,CLINICA SANTA LEONOR,2020,11,150108,LIMA,LIMA,CHORRILLOS,PRIVADO,II-E,II,3.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,0.0
299,20230,CLINICA DE OJOS GLOBAL LASER,2020,11,150121,LIMA,LIMA,PUEBLO LIBRE,PRIVADO,II-E,II,3.0,6.0,0.0,12.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0
300,20346,CLINICA SANTA BEATRIZ,2020,12,150113,LIMA,LIMA,JESUS MARIA,PRIVADO,II-E,II,8.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,13.0,0.0,1.0
301,20382,POLICLINICO PNP CHORRILLOS,2020,11,150108,LIMA,LIMA,CHORRILLOS,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,I,2.0,3.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,24.0,1.0,0.0
302,20823,CENTRO DE SALUD MENTAL COMUNITARIO SARITA COLONIA,2020,2,70101,CALLAO,CALLAO,CALLAO,GOBIERNO REGIONAL,I-2,0,8.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
303,20976,VISUAL CENTER CLINICA DE OJOS,2020,12,150136,LIMA,LIMA,SAN MIGUEL,PRIVADO,II-E,II,4.0,4.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0
